id_code_in_source_dataset,entered_by,source_of_data_literature_contact,contact_person_or_citation,species_genus_sp,field_or_museum,date_captured,month_captured,month_number,method_pcr_q_pcr_histology,bd_positive_blank_or_1,bd_negative_blank_or_1,bd_load_ze_if_q_pcr,bd_its_copies,standard_strain_if_q_pcr,notes_on_methods,locality,simplified_locality,regulation_0_unreg_1_upstream_dam_2_downstream_dam,river_system_watershed,county,boylii_clade,location_moved_1_if_yes,dubious_location_1_if_yes,note_on_location,palmer_z_index,phdi,pdsi,sex_f_m_u,life_stage_a_j_t,svl_mm,weight_g,notes,recap_y_n,identifier_if_recap,does_local_population_density_data_exist_for_this_site_y_n,utm_easting,utm_northing,ct,monthly_average_precip
DELN01-03-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,6/6/2006,June,6,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,M,A,50,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-04-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,6/6/2006,June,6,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,M,A,50,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-05-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,6/6/2006,June,6,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,64,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-06-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,6/6/2006,June,6,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,63,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-07-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,6/6/2006,June,6,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,M,A,54,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-08-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,6/6/2006,June,6,NA,1,NULL,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,64,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-09-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,6/6/2006,June,6,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,M,A,55,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-10-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,6/6/2006,June,6,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,72,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-11-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/31/2006,July,7,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,74,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-12-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/31/2006,July,7,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,M,A,57,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-13-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/31/2006,July,7,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,67,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-14-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/31/2006,July,7,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,68,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-15-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/31/2006,July,7,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,68,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-16-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/31/2006,July,7,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,68,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-17-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/31/2006,July,7,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,M,A,52,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-18-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/31/2006,July,7,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,M,A,55,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
DELN01-19-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/31/2006,July,7,NA,NULL,1,NULL,NULL,NA,NA,"HurdyGurdy Ck, nr confluence with Smith River",HurdyGurdy,0,Smith,DelNorte,NNC,NA,NA,NA,NA,NA,NA,F,A,63,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-01-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,15,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-02-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,18,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-03-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,13,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-04-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,19,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-05-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,15,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-06-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,21,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-07-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,18,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-08-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,15,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-09-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,14,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-10-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,15,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-11-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,15,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-12-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,18,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-13-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,17,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-14-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,17,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-15-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,15,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-16-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,21,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-17-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,15,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-18-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,17,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-19-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,17,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
JOSE02-20-MA,SJK,literature and contact Mike Adams ARMI,mjadams@usgs.gov,Rana boylii,Field,7/29/2005,July,7,NA,NULL,1,NULL,NULL,NA,NA,Illinois River near Kerby Oregon,Illinois,0,Rogue,Josephine,NNC,NA,NA,NA,NA,NA,NA,U,T,21,NA,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180701,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,A,60,24,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180702,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,1,NULL,+++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,J,32,4.3,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180703,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,A,54,15.2,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180704,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,1,NULL,++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,A,55,15.8,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180705,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,J,35,3.8,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180706,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,A,54,13.2,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180707,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,J,34,4,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180708,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,1,NULL,+++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,M,A,52,13.5,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180709,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,M,A,47,9.3,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180710,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,J,30,2.7,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180711,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,1,NULL,++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,M,J,33,3.6,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180712,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,1,NULL,+++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,M,A,49,11.8,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5180713,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/18/2007,1179446400,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,F,A,55,16.2,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190701,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,J,33,3.4,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190702,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,J,30,2.4,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190703,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,J,NA,NA,Dark patch around head behind eyes: swabbed patch too,N,NULL,NA,NULL,NULL,NA,NA
LAG5190704,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,A,51,13.6,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190705,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,F,A,66,26.1,Discolored opaque skin on head; res around nictitating membrane: swabbed there too,N,NULL,NA,NULL,NULL,NA,NA
LAG5190706,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,A,53,14,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190707,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,J,34,3.4,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190708,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,+++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,M,A,36,4.9,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190709,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,M,A,55,16.9,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190710,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,A,51,11.6,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190711,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,+++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,M,A,54,13.9,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190712,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,+++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,F,A,64,27.3,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190713,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,+++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,J,32,3.2,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190714,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,1,NULL,+++,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,U,A,50,13.4,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190715,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,F,A,57,19.5,NA,N,NULL,NA,NULL,NULL,NA,NA
LAG5190716,pgj,contact,paul_johnson@nps.gov,Rana boylii,Field,5/19/2007,1179532800,5,PCR,NULL,1,NULL,NULL,JEL 270,Pisces Molecular performed PCR assay for RNA ITS region by 45 cycle single-round PCR amplification using an assay developed by Seanna Annis and modified for greater specificity and sensitivity at Pisces.,Laguna Creek,Laguna Creek,2,Laguna,San Benito,WC,NA,NA,NA,NA,NA,NA,M,J,35,4.3,NA,N,NULL,NA,NULL,NULL,NA,NA
